college,rank,cutoff,branch,seat_type,round,year
Shree Siddheshwar Women's College Of Engineering Solapur.,108145,21.5067519,Electronics and Telecommunication Engg,120626,I,2023
"Government College of Engineering, Amravati",45820,80.7328826,Civil Engineering,GOPENS,I,2024
"Government College of Engineering, Amravati",54803,76.6166542,Civil Engineering,GSCS,I,2024
"Government College of Engineering, Amravati",85528,58.7429854,Civil Engineering,GSTS,I,2024
"Government College of Engineering, Amravati",53198,76.9213416,Civil Engineering,GVJS,I,2024
"Government College of Engineering, Amravati",55202,76.2843676,Civil Engineering,GNT1S,I,2024
"Government College of Engineering, Amravati",6839,97.3642653,Computer Science and Engineering,GOPENS,I,2024
"Government College of Engineering, Amravati",14995,94.0441452,Computer Science and Engineering,GSCS,I,2024
"Government College of Engineering, Amravati",42063,82.3107244,Computer Science and Engineering,GSTS,I,2024
"Government College of Engineering, Amravati",10351,95.9541871,Computer Science and Engineering,GVJS,I,2024
"Government College of Engineering, Amravati",10303,95.9738402,Information Technology,GOPENS,I,2024
"Government College of Engineering, Amravati",18667,92.4862529,Information Technology,GSCS,I,2024
"Government College of Engineering, Amravati",43516,81.8534982,Information Technology,GSTS,I,2024
"Government College of Engineering, Amravati",23597,90.4575998,Information Technology,GVJS,I,2024
"Government College of Engineering, Amravati",16268,93.521357,Information Technology,GNT1S,I,2024
"Government College of Engineering, Amravati",31193,87.2113119,Electrical Engineering,GOPENS,I,2024
"Government College of Engineering, Amravati",45777,80.7328826,Electrical Engineering,GSCS,I,2024
"Government College of Engineering, Amravati",92626,54.0043616,Electrical Engineering,GSTS,I,2024
"Government College of Engineering, Amravati",39357,83.4300164,Electrical Engineering,GVJS,I,2024
"Government College of Engineering, Amravati",42146,82.251586,Electrical Engineering,GNT1S,I,2024
"Government College of Engineering, Amravati",16356,93.495874,Electronics and Telecommunication Engg,GOPENS,I,2024
"Government College of Engineering, Amravati",27969,88.5960295,Electronics and Telecommunication Engg,GSCS,I,2024
"Government College of Engineering, Amravati",89313,56.656397,Electronics and Telecommunication Engg,GSTS,I,2024
"Government College of Engineering, Amravati",30699,87.3774785,Electronics and Telecommunication Engg,GVJS,I,2024
"Government College of Engineering, Amravati",17854,92.8593873,Electronics and Telecommunication Engg,GNT1S,I,2024
"Government College of Engineering, Amravati",52017,77.9969992,Instrumentation Engineering,GOPENS,I,2024
"Government College of Engineering, Amravati",70454,68.3823818,Instrumentation Engineering,GSCS,I,2024
"Government College of Engineering, Amravati",113354,37.6936381,Instrumentation Engineering,GSTS,I,2024
"Government College of Engineering, Amravati",110749,39.9066862,Instrumentation Engineering,GVJS,I,2024
"Government College of Engineering, Amravati",64948,71.2687819,Instrumentation Engineering,GNT2S,I,2024
"Government College of Engineering, Amravati",38651,84.0516274,Mechanical Engineering,GOPENS,I,2024
"Government College of Engineering, Amravati",61419,73.1851907,Mechanical Engineering,GSCS,I,2024
"Government College of Engineering, Amravati",117713,33.2472877,Mechanical Engineering,GSTS,I,2024
"Government College of Engineering, Amravati",56910,75.1725431,Mechanical Engineering,GVJS,I,2024
"Government College of Engineering, Amravati",47365,79.8081214,Mechanical Engineering,GNT1S,I,2024
"Sant Gadge Baba Amravati University,Amravati",80967,61.6397637,Food Technology,GOPENH,I,2024
"Sant Gadge Baba Amravati University,Amravati",84577,59.8623853,Food Technology,GSCH,I,2024
"Sant Gadge Baba Amravati University,Amravati",141262,3.8552498,Food Technology,GVJH,I,2024
"Sant Gadge Baba Amravati University,Amravati",131711,17.8500207,Food Technology,GNT1H,I,2024
"Sant Gadge Baba Amravati University,Amravati",85735,58.7429854,Food Technology,GOBCH,I,2024
"Sant Gadge Baba Amravati University,Amravati",37258,84.4681938,Food Technology,GOPENO,I,2024
"Sant Gadge Baba Amravati University,Amravati",49613,78.7120349,Food Technology,GSCO,I,2024
"Sant Gadge Baba Amravati University,Amravati",104503,45.6445719,Food Technology,GNT3O,I,2024
"Sant Gadge Baba Amravati University,Amravati",116850,34.1365462,Oil and Paints Technology,GOPENH,I,2024
"Sant Gadge Baba Amravati University,Amravati",73995,66.3914919,Oil and Paints Technology,LOPENH,I,2024
"Sant Gadge Baba Amravati University,Amravati",124862,26.0127532,Oil and Paints Technology,GSCH,I,2024
"Sant Gadge Baba Amravati University,Amravati",127354,22.9499823,Oil and Paints Technology,GOBCH,I,2024
"Sant Gadge Baba Amravati University,Amravati",99207,49.4761567,Oil and Paints Technology,EWS,I,2024
"Sant Gadge Baba Amravati University,Amravati",121366,29.4111028,Paper and Pulp Technology,LOPENH,I,2024
"Sant Gadge Baba Amravati University,Amravati",96082,51.4762755,Petro Chemical Engineering,GOPENH,I,2024
"Sant Gadge Baba Amravati University,Amravati",106203,43.5071268,Petro Chemical Engineering,GSCH,I,2024
"Sant Gadge Baba Amravati University,Amravati",107265,42.9215913,Petro Chemical Engineering,GOBCH,I,2024
"Sant Gadge Baba Amravati University,Amravati",39830,83.3890161,Petro Chemical Engineering,LOPENH,I,2024
"Sant Gadge Baba Amravati University,Amravati",91096,55.2985075,Petro Chemical Engineering,LSCH,I,2024
"Sant Gadge Baba Amravati University,Amravati",88877,56.7366842,Petro Chemical Engineering,GSTH,I,2024
"Sant Gadge Baba Amravati University,Amravati",90395,55.7163295,Petro Chemical Engineering,LNT2H,I,2024
"Government College of Engineering,Yavatmal",74562,65.9622938,Civil Engineering,GOPENH,I,2024
"Government College of Engineering,Yavatmal",101880,47.3478734,Civil Engineering,GSCH,I,2024
"Government College of Engineering,Yavatmal",80305,62.3996115,Civil Engineering,GVJH,I,2024
"Government College of Engineering,Yavatmal",102191,46.8567142,Civil Engineering,GNT2H,I,2024
"Government College of Engineering,Yavatmal",117501,33.3408586,Civil Engineering,GNT3H,I,2024
"Government College of Engineering,Yavatmal",124766,26.0127532,Civil Engineering,GSTH,I,2024
"Government College of Engineering,Yavatmal",111381,39.4392454,Civil Engineering,LSTH,I,2024
"Government College of Engineering,Yavatmal",60201,73.4109953,Civil Engineering,TFWS,I,2024
"Government College of Engineering,Yavatmal",96525,51.0567213,Civil Engineering,EWS,I,2024
"Government College of Engineering,Yavatmal",31195,87.2113119,Computer Engineering,GOPENH,I,2024
"Government College of Engineering,Yavatmal",45916,80.7328826,Computer Engineering,GSCH,I,2024
"Government College of Engineering,Yavatmal",69281,68.9337823,Computer Engineering,GSTH,I,2024
"Government College of Engineering,Yavatmal",31317,87.0718315,Computer Engineering,GVJH,I,2024
"Government College of Engineering,Yavatmal",32367,86.6965956,Computer Engineering,GNT1H,I,2024
"Government College of Engineering,Yavatmal",112106,38.992574,Computer Engineering,PWDROBC,I,2024
"Government College of Engineering,Yavatmal",63718,71.6671025,Computer Engineering,DEFOPENS,I,2024
"Government College of Engineering,Yavatmal",18389,92.6604063,Computer Engineering,TFWS,I,2024
"Government College of Engineering,Yavatmal",90934,55.4490884,Computer Engineering,DEFROBCS,I,2024
"Government College of Engineering,Yavatmal",27755,88.6695314,Computer Engineering,EWS,I,2024
"Government College of Engineering,Yavatmal",68570,69.2172491,Electrical Engineering,GOPENH,I,2024
"Government College of Engineering,Yavatmal",80470,62.3996115,Electrical Engineering,GSCH,I,2024
"Government College of Engineering,Yavatmal",82248,61.2935921,Electrical Engineering,GVJH,I,2024
"Government College of Engineering,Yavatmal",80510,61.6881259,Electrical Engineering,GNT1H,I,2024
"Government College of Engineering,Yavatmal",78055,63.6910141,Electrical Engineering,GNT2H,I,2024
"Government College of Engineering,Yavatmal",132632,16.3662375,Electrical Engineering,GSTH,I,2024
"Government College of Engineering,Yavatmal",121462,29.3464077,Electrical Engineering,LSTH,I,2024
"Government College of Engineering,Yavatmal",54035,76.7693871,Electrical Engineering,TFWS,I,2024
"Government College of Engineering,Yavatmal",77226,64.2666767,Electrical Engineering,EWS,I,2024
"Government College of Engineering,Yavatmal",48301,79.5863208,Electronics and Telecommunication Engg,GOPENH,I,2024
"Government College of Engineering,Yavatmal",76557,64.4512569,Electronics and Telecommunication Engg,GSCH,I,2024
"Government College of Engineering,Yavatmal",63812,71.6671025,Electronics and Telecommunication Engg,GVJH,I,2024
"Government College of Engineering,Yavatmal",61377,73.2522683,Electronics and Telecommunication Engg,GNT1H,I,2024
"Government College of Engineering,Yavatmal",72438,66.9527897,Electronics and Telecommunication Engg,GNT2H,I,2024
"Government College of Engineering,Yavatmal",101207,47.387098,Electronics and Telecommunication Engg,GSTH,I,2024
"Government College of Engineering,Yavatmal",99586,49.2213366,Electronics and Telecommunication Engg,DEFOPENS,I,2024
"Government College of Engineering,Yavatmal",34209,85.9227307,Electronics and Telecommunication Engg,TFWS,I,2024
"Government College of Engineering,Yavatmal",105314,44.476613,Electronics and Telecommunication Engg,DEFROBCS,I,2024
"Government College of Engineering,Yavatmal",52999,77.0079706,Electronics and Telecommunication Engg,EWS,I,2024
"Government College of Engineering,Yavatmal",80361,62.3996115,Mechanical Engineering,GOPENH,I,2024
"Government College of Engineering,Yavatmal",112853,37.7324111,Mechanical Engineering,GSCH,I,2024
"Government College of Engineering,Yavatmal",102627,46.4534231,Mechanical Engineering,GVJH,I,2024
"Government College of Engineering,Yavatmal",140543,5.003542,Mechanical Engineering,GNT2H,I,2024
"Government College of Engineering,Yavatmal",85464,58.7429854,Mechanical Engineering,GNT3H,I,2024
"Government College of Engineering,Yavatmal",127867,22.6551453,Mechanical Engineering,GSTH,I,2024
"Government College of Engineering,Yavatmal",129643,20.3198986,Mechanical Engineering,LSTH,I,2024
"Government College of Engineering,Yavatmal",56098,75.867353,Mechanical Engineering,TFWS,I,2024
"Government College of Engineering,Yavatmal",86719,58.1382561,Mechanical Engineering,EWS,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",14854,94.105562,Computer Science and Engineering,GOPENH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",30173,87.6216398,Computer Science and Engineering,GSCH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",93810,53.1660451,Computer Science and Engineering,GSTH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",21316,91.3483231,Computer Science and Engineering,GNT1H,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",15252,93.9690179,Computer Science and Engineering,GOPENO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",27151,88.8621945,Computer Science and Engineering,GSCO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",103315,46.1690466,Computer Science and Engineering,GSTO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",19753,92.1155289,Computer Science and Engineering,GNT2O,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",35307,85.3534944,Computer Science and Engineering,GNT3O,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",23928,90.2424513,Computer Science and Engineering,DEFOPENS,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",7094,97.2654813,Computer Science and Engineering,TFWS,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",17134,93.1305459,Computer Science and Engineering,EWS,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",19526,92.1548708,Information Technology,GOPENH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",37565,84.4304792,Information Technology,GSCH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",70085,68.401414,Information Technology,GSTH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",26939,88.9904805,Information Technology,GVJH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",16534,93.4367098,Information Technology,GOPENO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",33829,86.039254,Information Technology,GSCO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",34252,85.9227307,Information Technology,GVJO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",17148,93.1305459,Information Technology,GOBCO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",20122,91.804929,Information Technology,LOPENO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",113863,36.6068088,Information Technology,LSTO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",52831,77.4193548,Electrical Engg[Electronics and Power],GOPENH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",66416,70.5106049,Electrical Engg[Electronics and Power],GSCH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",94732,52.5567137,Electrical Engg[Electronics and Power],GSTH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",80109,62.3996115,Electrical Engg[Electronics and Power],GVJH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",53997,76.7693871,Electrical Engg[Electronics and Power],GNT2H,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",65479,71.1698646,Electrical Engg[Electronics and Power],GOPENO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",75970,65.0367935,Electrical Engg[Electronics and Power],GSCO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",86314,58.5474069,Electrical Engg[Electronics and Power],GNT1O,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",72066,67.1534217,Electrical Engg[Electronics and Power],GOBCO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",59495,74.0797795,Electrical Engg[Electronics and Power],LOPENO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",29786,87.7770341,Electrical Engg[Electronics and Power],TFWS,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",77843,63.973064,Electrical Engg[Electronics and Power],EWS,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",33662,86.0518493,Electronics and Telecommunication Engg,GOPENH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",51008,78.3308876,Electronics and Telecommunication Engg,GSCH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110733,39.9066862,Electronics and Telecommunication Engg,GSTH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",52986,77.0079706,Electronics and Telecommunication Engg,GNT1H,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",37986,84.216054,Electronics and Telecommunication Engg,GNT2H,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",30906,87.2543136,Electronics and Telecommunication Engg,GOPENO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",58052,75.0737739,Electronics and Telecommunication Engg,GSCO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",87898,57.7272051,Electronics and Telecommunication Engg,GVJO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",37071,84.4681938,Electronics and Telecommunication Engg,GNT2O,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",73312,66.6716379,Electronics and Telecommunication Engg,GNT3O,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",116310,35.1345873,Electronics and Telecommunication Engg,DEFOPENS,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",24299,90.1268014,Electronics and Telecommunication Engg,TFWS,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",46047,80.6210251,Electronics and Telecommunication Engg,EWS,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",64742,71.3590844,Mechanical Engineering,GOPENH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",98947,49.5548073,Mechanical Engineering,GSCH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",138364,8.7187144,Mechanical Engineering,GSTH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",100540,48.0589023,Mechanical Engineering,GVJH,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",69246,68.9337823,Mechanical Engineering,GNT1H,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",76034,65.0367935,Mechanical Engineering,GOPENO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",92734,54.0043616,Mechanical Engineering,GSCO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",84297,59.9156802,Mechanical Engineering,GOBCO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",53945,76.839044,Mechanical Engineering,LOPENO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",91054,55.2985075,Mechanical Engineering,LOBCO,I,2024
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",135572,12.6949825,Mechanical Engineering,LNT2O,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",105134,44.476613,Civil Engineering,GOPENS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",116887,34.1365462,Civil Engineering,GSCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",133472,15.6886806,Civil Engineering,GSTS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",132840,16.2396627,Civil Engineering,GVJS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",116766,34.1365462,Civil Engineering,GNT1S,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",25863,89.4065093,Computer Science and Engineering,GOPENS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",38594,84.0516274,Computer Science and Engineering,GSCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",95810,52.2415622,Computer Science and Engineering,GSTS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",42252,82.251586,Computer Science and Engineering,GVJS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",33095,86.3437564,Information Technology,GOPENS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",45660,80.8641005,Information Technology,GSCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",113853,36.6068088,Information Technology,GSTS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",53316,76.9213416,Information Technology,GVJS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",42594,82.2034564,Information Technology,GNT1S,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",40000,83.375844,Artificial Intelligence (AI) and Data Science,GOPENS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",52262,77.7994669,Artificial Intelligence (AI) and Data Science,GSCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",135336,13.224841,Artificial Intelligence (AI) and Data Science,GSTS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",62125,72.6119403,Artificial Intelligence (AI) and Data Science,GNT1S,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",59756,73.642653,Artificial Intelligence (AI) and Data Science,GNT2S,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",86287,58.5474069,Artificial Intelligence (AI) and Data Science,DEFRSCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",78814,63.3857031,Artificial Intelligence (AI) and Data Science,DEFROBCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",34494,85.8062103,Artificial Intelligence (AI) and Data Science,EWS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",73046,66.6716379,Industrial IoT,GOPENS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",93017,53.8156961,Industrial IoT,GSCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",121543,29.3464077,Industrial IoT,GVJS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",81848,61.432847,Industrial IoT,GNT2S,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",77679,63.973064,Industrial IoT,GOBCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",51559,78.067557,Electronics and Telecommunication Engg,GOPENS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",72749,66.8171727,Electronics and Telecommunication Engg,GSCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",73632,66.4309764,Electronics and Telecommunication Engg,GVJS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",56966,75.1725431,Electronics and Telecommunication Engg,GNT1S,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",70744,67.9544349,Electronics and Telecommunication Engg,GNT2S,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",101231,47.387098,Mechanical Engineering,GOPENS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",121193,29.4111028,Mechanical Engineering,GSCS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",118778,32.3660798,Mechanical Engineering,GVJS,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",140985,4.1911023,Mechanical Engineering,GNT1S,I,2024
"Prof. Ram Meghe Institute of Technology & Research, Amravati",135446,12.8630551,Mechanical Engineering,GNT2S,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",93994,52.7523799,Civil Engineering,GOPENH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",98373,49.6143282,Civil Engineering,GSCH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",138342,8.7187144,Civil Engineering,GSTH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",124852,26.0127532,Civil Engineering,GVJH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",117544,33.3408586,Civil Engineering,GNT2H,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",135015,13.3235504,Civil Engineering,GOPENO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",114888,36.1619626,Civil Engineering,LOPENO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",130696,18.9046135,Civil Engineering,LOBCO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",77886,63.973064,Civil Engineering,TFWS,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",138453,8.2783196,Civil Engineering,EWS,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",42995,82.1650299,Computer Science and Engineering,GOPENH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",51445,78.067557,Computer Science and Engineering,GSCH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",88488,56.7405028,Computer Science and Engineering,GSTH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",49461,78.8754662,Computer Science and Engineering,GVJH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",43814,81.4853713,Computer Science and Engineering,GNT1H,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",50563,78.4065273,Computer Science and Engineering,GOPENO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",57585,75.1476841,Computer Science and Engineering,GSCO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",92441,54.0043616,Computer Science and Engineering,GSTO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",89149,56.656397,Computer Science and Engineering,GVJO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",60352,73.4109953,Computer Science and Engineering,GNT1O,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",101271,47.387098,Computer Science and Engineering,GSTO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",75032,65.4207881,Electrical Engineering,GOPENH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",78031,63.6910141,Electrical Engineering,GSCH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",93649,53.1660451,Electrical Engineering,GSTH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",84531,59.8623853,Electrical Engineering,GVJH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",76176,64.4805659,Electrical Engineering,GNT1H,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",90863,55.4490884,Electrical Engineering,GOPENO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",111219,39.4392454,Electrical Engineering,GSCO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",116485,34.1818319,Electrical Engineering,GNT2O,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",95327,52.5521047,Electrical Engineering,GOBCO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",81615,61.4332053,Electrical Engineering,LOPENO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",63212,71.9809302,Electrical Engineering,TFWS,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",122902,28.1052376,Electrical Engineering,EWS,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",56713,75.1725431,Electronics and Telecommunication Engg,GOPENH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",75433,65.107535,Electronics and Telecommunication Engg,GSCH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",135920,12.1380345,Electronics and Telecommunication Engg,GSTH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",63587,71.6671025,Electronics and Telecommunication Engg,GNT2H,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",59581,74.0797795,Electronics and Telecommunication Engg,GOBCH,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",69584,68.8122862,Electronics and Telecommunication Engg,GOPENO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",95149,52.5521047,Electronics and Telecommunication Engg,GSCO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",73017,66.6716379,Electronics and Telecommunication Engg,GOBCO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",55367,76.0463981,Electronics and Telecommunication Engg,LOPENO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",110391,39.9251777,Electronics and Telecommunication Engg,LSCO,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",48191,79.5863208,Electronics and Telecommunication Engg,TFWS,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",94014,52.7523799,Electronics and Telecommunication Engg,EWS,I,2024
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",96962,50.8083922,Mechanical Engineering,GOPENH,I,2024
