college,rank,cutoff,branch,seat_type,round,year
"Government College of Engineering, Amravati",40878,77.6308856,Civil Engineering,GOPENS,I,2023
"Government College of Engineering, Amravati",59564,65.5958943,Civil Engineering,GSCS,I,2023
"Government College of Engineering, Amravati",79827,50.5614783,Civil Engineering,GSTS,I,2023
"Government College of Engineering, Amravati",54948,68.7024004,Civil Engineering,GNT1S,I,2023
"Government College of Engineering, Amravati",52709,70.2135829,Civil Engineering,GNT2S,I,2023
"Government College of Engineering, Amravati",41635,77.0666918,Civil Engineering,PWD39047,I,2023
"Government College of Engineering, Amravati",6665,96.3108357,Civil Engineering,GOPENS,I,2023
"Government College of Engineering, Amravati",10230,94.4417452,Civil Engineering,GSCS,I,2023
"Government College of Engineering, Amravati",9230,94.9538024,Civil Engineering,GNT1S,I,2023
"Government College of Engineering, Amravati",11944,93.5601746,Civil Engineering,GNT3S,I,2023
"Government College of Engineering, Amravati",7323,95.9583037,Civil Engineering,GOBCS,I,2023
"Government College of Engineering, Amravati",29026,84.2234647,Civil Engineering,PWD26357,I,2023
"Government College of Engineering, Amravati",12396,93.3030001,Electronics and Telecommunication Engg,GOPENS,I,2023
"Government College of Engineering, Amravati",16707,91.0449886,Electronics and Telecommunication Engg,GNT2S,I,2023
"Government College of Engineering, Amravati",54389,69.1685966,Electronics and Telecommunication Engg,GNT3S,I,2023
"Government College of Engineering, Amravati",14276,92.287017,Electronics and Telecommunication Engg,GOBCS,I,2023
"Government College of Engineering, Amravati",54273,69.3404295,Electronics and Telecommunication Engg,PWD49188,I,2023
"Government College of Engineering, Amravati",39246,78.3504176,Electronics and Telecommunication Engg,GOPENS,I,2023
"Government College of Engineering, Amravati",41879,77.0311313,Electronics and Telecommunication Engg,GSCS,I,2023
"Government College of Engineering, Amravati",60319,65.2400587,Electronics and Telecommunication Engg,GNT1S,I,2023
"Government College of Engineering, Amravati",67811,59.6829046,Electronics and Telecommunication Engg,GNT2S,I,2023
"Government College of Engineering, Amravati",86920,43.3167495,Electronics and Telecommunication Engg,GNT3S,I,2023
"Government College of Engineering, Amravati",40694,77.8495773,Electronics and Telecommunication Engg,PWD39969,I,2023
"Sant Gadge Baba Amravati University,Amravati",96679,34.6668564,Food Technology,GOPENH,I,2023
"Sant Gadge Baba Amravati University,Amravati",106795,23.121138,Food Technology,GVJH,I,2023
"Sant Gadge Baba Amravati University,Amravati",97137,33.5099087,Food Technology,GOBCH,I,2023
"Sant Gadge Baba Amravati University,Amravati",76270,53.7001897,Food Technology,LOPENH,I,2023
"Sant Gadge Baba Amravati University,Amravati",80648,49.0525702,Food Technology,LOBCH,I,2023
"Sant Gadge Baba Amravati University,Amravati",85062,45.6704109,Food Technology,PWD86730,I,2023
"Sant Gadge Baba Amravati University,Amravati",76092,53.7302794,Food Technology,GOPENO,I,2023
"Sant Gadge Baba Amravati University,Amravati",79162,50.9996691,Oil and Paints Technology,GOPENH,I,2023
"Sant Gadge Baba Amravati University,Amravati",91861,39.4196471,Oil and Paints Technology,LOPENH,I,2023
"Sant Gadge Baba Amravati University,Amravati",110225,18.840167,Petro Chemical Engineering,GOPENH,I,2023
"Sant Gadge Baba Amravati University,Amravati",110078,19.1072714,Petro Chemical Engineering,LOPENH,I,2023
"Government College of Engineering,Yavatmal",82211,48.2193247,Civil Engineering,GOPENH,I,2023
"Government College of Engineering,Yavatmal",116736,10.0599952,Civil Engineering,GSCH,I,2023
"Government College of Engineering,Yavatmal",95089,35.8351101,Civil Engineering,GSTH,I,2023
"Government College of Engineering,Yavatmal",95214,35.8351101,Civil Engineering,GVJH,I,2023
"Government College of Engineering,Yavatmal",83614,46.4456321,Civil Engineering,GNT1H,I,2023
"Government College of Engineering,Yavatmal",93400,38.17388,Civil Engineering,PWD87733,I,2023
"Government College of Engineering,Yavatmal",84707,45.9187639,Civil Engineering,GOPENO,I,2023
"Government College of Engineering,Yavatmal",98091,32.4992712,Civil Engineering,GSCO,I,2023
"Government College of Engineering,Yavatmal",112592,15.6956852,Civil Engineering,GSTO,I,2023
"Government College of Engineering,Yavatmal",103999,26.2202423,Civil Engineering,GNT1O,I,2023
"Government College of Engineering,Yavatmal",87613,43.0138429,Civil Engineering,GNT2O,I,2023
"Government College of Engineering,Yavatmal",78342,51.2359011,Civil Engineering,VII,I,2023
"Government College of Engineering,Yavatmal",25822,86.1713847,Computer Engineering,GOPENH,I,2023
"Government College of Engineering,Yavatmal",31365,83.1461738,Computer Engineering,GSCH,I,2023
"Government College of Engineering,Yavatmal",90296,41.1873138,Computer Engineering,GSTH,I,2023
"Government College of Engineering,Yavatmal",31183,83.1650789,Computer Engineering,GVJH,I,2023
"Government College of Engineering,Yavatmal",41536,77.0666918,Computer Engineering,GNT3H,I,2023
"Government College of Engineering,Yavatmal",18342,90.1214727,Computer Engineering,PWD24391,I,2023
"Government College of Engineering,Yavatmal",20423,89.0325033,Computer Engineering,TFWS,I,2023
"Government College of Engineering,Yavatmal",23894,87.0828062,Computer Engineering,ORPHAN,I,2023
"Government College of Engineering,Yavatmal",19770,89.3887863,Computer Engineering,EWS,I,2023
"Government College of Engineering,Yavatmal",69843,57.9292585,Electrical Engineering,GOPENH,I,2023
"Government College of Engineering,Yavatmal",77427,51.9313711,Electrical Engineering,GSCH,I,2023
"Government College of Engineering,Yavatmal",73449,55.2181517,Electrical Engineering,GSTH,I,2023
"Government College of Engineering,Yavatmal",72593,56.3628587,Electrical Engineering,GVJH,I,2023
"Government College of Engineering,Yavatmal",79858,50.5614783,Electrical Engineering,GNT2H,I,2023
"Government College of Engineering,Yavatmal",74091,54.5241174,Electrical Engineering,PWD63463,I,2023
"Government College of Engineering,Yavatmal",52444,70.7220669,Electrical Engineering,DEFOPENS,I,2023
"Government College of Engineering,Yavatmal",58506,66.2395008,Electrical Engineering,TFWS,I,2023
"Government College of Engineering,Yavatmal",57288,67.1125395,Electrical Engineering,ORPHAN,I,2023
"Government College of Engineering,Yavatmal",48534,72.8897104,Electronics and Telecommunication Engg,GOPENH,I,2023
"Government College of Engineering,Yavatmal",64416,62.0823842,Electronics and Telecommunication Engg,GSCH,I,2023
"Government College of Engineering,Yavatmal",58368,66.4465439,Electronics and Telecommunication Engg,GSTH,I,2023
"Government College of Engineering,Yavatmal",60776,64.7353734,Electronics and Telecommunication Engg,GVJH,I,2023
"Government College of Engineering,Yavatmal",58556,66.2395008,Electronics and Telecommunication Engg,GNT1H,I,2023
"Government College of Engineering,Yavatmal",54743,69.0394836,Electronics and Telecommunication Engg,PWD49443,I,2023
"Government College of Engineering,Yavatmal",37905,79.4729608,Electronics and Telecommunication Engg,GOPENO,I,2023
"Government College of Engineering,Yavatmal",83561,46.4456321,Electronics and Telecommunication Engg,GVJO,I,2023
"Government College of Engineering,Yavatmal",79004,50.9996691,Electronics and Telecommunication Engg,GNT1O,I,2023
"Government College of Engineering,Yavatmal",92546,38.9943074,Electronics and Telecommunication Engg,GNT2O,I,2023
"Government College of Engineering,Yavatmal",41718,77.0311313,Electronics and Telecommunication Engg,GOBCO,I,2023
"Government College of Engineering,Yavatmal",39543,78.3496848,Electronics and Telecommunication Engg,DEFOPENS,I,2023
"Government College of Engineering,Yavatmal",28138,84.8685155,Electronics and Telecommunication Engg,TFWS,I,2023
"Government College of Engineering,Yavatmal",51800,70.9263207,Electronics and Telecommunication Engg,ORPHAN,I,2023
"Government College of Engineering,Yavatmal",42885,76.4889836,Electronics and Telecommunication Engg,EWS,I,2023
"Government College of Engineering,Yavatmal",81535,48.7700838,Mechanical Engineering,GOPENH,I,2023
"Government College of Engineering,Yavatmal",83810,46.4456321,Mechanical Engineering,GSCH,I,2023
"Government College of Engineering,Yavatmal",93454,38.17388,Mechanical Engineering,GSTH,I,2023
"Government College of Engineering,Yavatmal",80388,49.4442605,Mechanical Engineering,GOBCH,I,2023
"Government College of Engineering,Yavatmal",83211,46.941483,Mechanical Engineering,PWD89439,I,2023
"Government College of Engineering,Yavatmal",102260,28.4814025,Mechanical Engineering,VII,I,2023
"Government College of Engineering,Yavatmal",59894,65.2657662,Mechanical Engineering,DEFOPENS,I,2023
"Government College of Engineering,Yavatmal",92075,39.3128682,Mechanical Engineering,TFWS,I,2023
"Government College of Engineering,Yavatmal",63807,62.3954246,Mechanical Engineering,ORPHAN,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",12178,93.4562615,Computer Science and Engineering,GOPENH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",28196,84.8685155,Computer Science and Engineering,GSCH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",22005,88.1374722,Computer Science and Engineering,GNT3H,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",13860,92.5464629,Computer Science and Engineering,GOBCH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",24489,86.8703589,Computer Science and Engineering,LSCH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",108575,20.8205322,Computer Science and Engineering,PWDOPENH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",16392,91.1518646,Information Technology,GOPENH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",78164,51.2600953,Information Technology,GSTH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",28023,84.8888044,Information Technology,GNT1H,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",16744,90.9383249,Information Technology,GOBCH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",29486,84.1495823,Information Technology,LSCH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",54321,69.1685966,Information Technology,PWD15563,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",17562,90.5279576,Information Technology,GOPENO,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",33118,81.9995261,Information Technology,GSCO,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",17345,90.6725437,Information Technology,LOPENO,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",17745,90.4382847,Information Technology,LOBCO,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",54531,69.1685966,Information Technology,DEFOPENS,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",21055,88.664007,Information Technology,EWS,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",53068,69.7082914,Electrical Engg[Electronics and Power],GOPENH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",88398,42.5186027,Electrical Engg[Electronics and Power],GSTH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",59810,65.2657662,Electrical Engg[Electronics and Power],GVJH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",54121,69.3404295,Electrical Engg[Electronics and Power],GNT1H,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",53432,69.6045087,Electrical Engg[Electronics and Power],GNT3H,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",54829,69.0394836,Electrical Engg[Electronics and Power],PWD51804,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",32774,82.3797757,Electrical Engg[Electronics and Power],VII,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",28548,84.5764555,Electronics and Telecommunication Engg,GOPENH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",48114,72.8974176,Electronics and Telecommunication Engg,GSCH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",119217,5.9143931,Electronics and Telecommunication Engg,GSTH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",30587,83.4045178,Electronics and Telecommunication Engg,GOBCH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",21386,88.4908068,Electronics and Telecommunication Engg,LOPENH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",31134,83.2284916,Electronics and Telecommunication Engg,PWD31462,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",59788,65.5958943,Electronics and Telecommunication Engg,VII,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",18192,90.269681,Electronics and Telecommunication Engg,32107,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",62852,63.5478045,Mechanical Engineering,GOPENH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",65460,61.6697194,Mechanical Engineering,GSCH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",63827,62.3954246,Mechanical Engineering,GSTH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",75817,53.8866742,Mechanical Engineering,GOBCH,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",67392,60.0860804,Mechanical Engineering,PWD61055,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",65343,61.6697194,Mechanical Engineering,VII,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",54027,69.3404295,Mechanical Engineering,DEFOPENS,I,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",59084,66.0248119,Mechanical Engineering,TFWS,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",90383,39.8713522,Civil Engineering,GOPENH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",99558,31.7734581,Civil Engineering,GSCH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",108421,21.2317049,Civil Engineering,GSTH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",94189,36.1623265,Civil Engineering,GVJH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",78448,51.2359011,Civil Engineering,GNT2H,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",101586,28.9481366,Civil Engineering,PWD96186,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",114347,13.5287968,Civil Engineering,GOPENO,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",95626,35.6598862,Civil Engineering,VII,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",121481,2.3327106,Civil Engineering,99707,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",21204,88.5953918,Computer Science and Engineering,GOPENH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",27119,85.4043578,Computer Science and Engineering,GSCH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",89326,42.0206383,Computer Science and Engineering,GSTH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",22791,87.6520385,Computer Science and Engineering,GNT1H,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",21521,88.4671878,Computer Science and Engineering,GOBCH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",20983,88.7433193,Computer Science and Engineering,PWD20321,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",48548,72.8897104,Computer Science and Engineering,DEFOPENS,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",11786,93.6035862,Computer Science and Engineering,TFWS,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",57120,67.2875491,Computer Science and Engineering,DEFRSCS,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",24354,86.9162467,Computer Science and Engineering,ORPHAN,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",26141,85.8567675,Information Technology,GOPENH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",119472,5.5595051,Information Technology,GSTH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",27333,85.2528023,Information Technology,GOBCH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",24725,86.5823024,Information Technology,LOPENH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",37916,79.4729608,Information Technology,LSCH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",28683,84.3826019,Information Technology,PWD27569,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",30027,83.6868736,Information Technology,DEFOPENS,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",28608,84.5764555,Information Technology,ORPHAN,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",34317,81.4109415,Artificial Intelligence (AI) and Data Science,GOPENH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",38751,78.6657067,Artificial Intelligence (AI) and Data Science,GSCH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",72000,56.7650587,Artificial Intelligence (AI) and Data Science,GSTH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",33230,81.984042,Artificial Intelligence (AI) and Data Science,VII,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",55074,68.7024004,Artificial Intelligence (AI) and Data Science,34345,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",56822,67.447284,Artificial Intelligence (AI) and Data Science,VII,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",73882,54.912555,Industrial IoT,GSCH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",96895,34.1210946,Industrial IoT,GSTH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",102881,28.1605922,Industrial IoT,GNT1H,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",59281,65.7244332,Industrial IoT,GNT2H,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",38929,78.5792977,Industrial IoT,GNT3H,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",61944,64.0075195,Industrial IoT,PWD68412,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",86810,43.3167495,Industrial IoT,GOPENO,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",92101,39.3128682,Industrial IoT,GSTO,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",88806,42.3018437,Industrial IoT,GNT2O,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",96611,34.6668564,Industrial IoT,LOPENO,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",114597,12.7995462,Industrial IoT,GVJO,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",85095,45.6704109,Industrial IoT,LSCO,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",49591,72.4718017,Electronics and Telecommunication Engg,GOPENH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",63148,63.088298,Electronics and Telecommunication Engg,GSCH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",51553,70.9370842,Electronics and Telecommunication Engg,GSTH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",52739,70.2135829,Electronics and Telecommunication Engg,GNT1H,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",50203,71.6451268,Electronics and Telecommunication Engg,GNT2H,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",52505,70.7220669,Electronics and Telecommunication Engg,PWD41804,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",58992,66.2117981,Electronics and Telecommunication Engg,VII,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",88080,42.7946749,Electronics and Telecommunication Engg,59224,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",30615,83.3246679,Electronics and Telecommunication Engg,DEFOPENS,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",61883,64.0075195,Electronics and Telecommunication Engg,TFWS,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",51116,71.197687,Electronics and Telecommunication Engg,ORPHAN,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",82249,48.2193247,Mechanical Engineering,GOPENH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",85861,44.9304271,Mechanical Engineering,GSCH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",90682,39.6081812,Mechanical Engineering,GSTH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",105176,25.3179745,Mechanical Engineering,GVJH,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",100326,30.014662,Mechanical Engineering,GNT1H,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",92377,39.1582539,Mechanical Engineering,PWD75227,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",120850,3.3501235,Mechanical Engineering,GOPENO,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",94816,35.978039,Mechanical Engineering,VII,I,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",94374,36.1594098,Mechanical Engineering,94624,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",72609,56.3628587,Civil Engineering,GOPENH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",96401,35.1475881,Civil Engineering,GSCH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",100756,29.9372742,Civil Engineering,GVJH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",64516,62.0823842,Civil Engineering,GNT2H,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",79463,50.816249,Civil Engineering,PWD64608,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",73023,55.257059,Civil Engineering,GSTO,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",80828,49.0525702,Civil Engineering,GVJO,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",80475,49.4442605,Civil Engineering,GOBCO,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",54423,69.1685966,Civil Engineering,DEFOPENS,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",88935,42.3018437,Civil Engineering,TFWS,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",71814,56.7650587,Civil Engineering,EWS,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",38104,79.2815054,Computer Science and Engineering,GOPENH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",40733,77.6308856,Computer Science and Engineering,GSCH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",92973,38.5667023,Computer Science and Engineering,GSTH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",41150,77.1458362,Computer Science and Engineering,GOBCH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",37733,79.4751328,Computer Science and Engineering,LOPENH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",36201,80.3744535,Computer Science and Engineering,PWD41029,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",116054,10.7718485,Computer Science and Engineering,LSTO,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",65957,61.2621174,Electrical Engineering,GOPENH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",78699,51.1072039,Electrical Engineering,GSTH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",66472,60.6284658,Electrical Engineering,GVJH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",61194,64.4979119,Electrical Engineering,GNT3H,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",74152,54.5241174,Electrical Engineering,PWD75232,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",87669,43.0138429,Electrical Engineering,GOPENO,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",91978,39.3128682,Electrical Engineering,GSTO,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",97194,33.5099087,Electrical Engineering,GOBCO,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",96075,35.3945703,Electrical Engineering,GNT1O,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",53493,69.5290454,Electronics and Telecommunication Engg,GOPENH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",87378,43.0138429,Electronics and Telecommunication Engg,GVJH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",61246,64.4979119,Electronics and Telecommunication Engg,GNT1H,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",86045,44.7418375,Electronics and Telecommunication Engg,GNT3H,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",55693,68.2985361,Electronics and Telecommunication Engg,GOBCH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",56263,67.7143135,Electronics and Telecommunication Engg,PWD56311,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",47963,72.9031949,Electronics and Telecommunication Engg,VII,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",67505,59.7201871,Electronics and Telecommunication Engg,77619,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",84344,45.9884082,Mechanical Engineering,GOPENH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",121472,2.3888294,Mechanical Engineering,GSTH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",93264,38.17388,Mechanical Engineering,GVJH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",79897,50.5614783,Mechanical Engineering,GNT3H,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",85572,44.986801,Mechanical Engineering,GOBCH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",95479,35.6983743,Mechanical Engineering,PWD93358,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",120514,4.0235666,Mechanical Engineering,GOPENO,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",118357,7.4458997,Mechanical Engineering,VII,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",47102,74.0962113,Artificial Intelligence and Data Science,GOPENH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",51941,70.9263207,Artificial Intelligence and Data Science,GSCH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",61015,64.4979119,Artificial Intelligence and Data Science,GSTH,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",75317,54.124615,Artificial Intelligence and Data Science,GNT2H,I,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",47625,73.4437245,Artificial Intelligence and Data Science,GNT3H,I,2023
